,data,label
430,"KUBATSHAZWA isihluku somlisa (28) waseNgwavuma okuthiwa uhlahlele unina okwembuzi emuva kokuthi ezame ukumlamula eshaya unina wengane yakhe.
Lo mlisa wasOnaleni, eNgwavuma, ongumakhi, kuthiwa uhlahlele unina, uNkk Maponyane Timbane (56) ngocelemba ngoMsombuluko ntambama, emva kokuthi emlamule enengxabano nonina wengane yakhe abesehlale naye iminyaka emzini wakhe.
","crime, law and justice"
431,"INKAKHA yomculi wakuleli uChicco Twala onguyise kaLongwe Twala ongomunye wababekhona ngesikhathi kudutshulwa lowo owayengunozinti we-Orlando Pirates uSenzo Meyiwa usephumele obala wazwakalisa ukugculiseka ngokuqhubeka kophenyo lwamaphoyisa.
 Ngokombiko weTimesLIVE, uChicco ukuphikile ukuthi indodana yakhe iyathintekla ekubulaweni kukaSenzo. Uthe ukuba indodana yakhe ibithinteka ekubulaweni kukaSenzo ubezoba ngowokuqala ukuyinikela emaphoyiseni.
","crime, law and justice"
432,"LUYINZUKAZIKEYI olwabashadile baseMbazwana abaneminyaka ewu-21 beshadile kodwa isitifiketi somshado sabo sikhomba ukuthi umama uzishadile.
 UNkk Phikiwe Thandazile Ngobese (Mangeni) ushade noMnuz Bernard Mxoshwa Ngobese kodwa isitifiketi somshado abasinikwa uMnyango wezaseKhaya siveza ukuthi uNkk Ngobese uzishade yena, esikhaleni okufanele ngabe kubhalwe kuso umyeni kubhalwe igama nesibongo sakhe nasesikhaleni sikankosikazi kubhalwe yena.
",society
433,"KUVELE ukuthi sabulawa ngokushaywa ngesando ekhanda emagcekeni esikhungo saseDurban University of Technology (DUT) isitshudeni uSandile Ndlovu oshonele esibhedlela ngoSepthemba ngemuva kokulimala kanzima ekhanda.
Umsolwa ecaleni lokubulawa kukaNdlovu (18) uMsizi Mbutho (29), uboshwe ngeledlule kanti uvele okwesibili enkantolo yeMantshi eThekwini ngoLwesithathu. Ngokwamaphepha asenkantolo, umsolwa ubhekene namacala amabili, elokubulala nelokubamba inkunzi.
","crime, law and justice"
434,"OWAYENGUKHOMISHANA wakwaSars, uMnuz Tom Moyane, uzothola ithuba lokuphonsa ngemibuzo uNgqongqoshe wezamaBhizinisi kaHulumeni, uMnuz Pravin Gordhan, kwiKhomishini ephenya ngokuLawulwa koMbuso yiDlanzana, ngodaba lokwethweswa amacala ngo-2016 ngokusungula uphiko labaphenyi olungekho emthethweni kwaSARS.
Sibe yimpumelelo isicelo sikaMoyane sokuphonsa imibuzo uGordhan, njengoba kumemezele izolo uSihlalo wale Khomishini, iJaji uRaymond Zondo.
","economy, business and finance"
435,"UTHUKUTHELE uyaveva uNgqongqoshe wezokuThutha nokuPhepha KwaZulu-Natal, uMnuz Bheki Ntuli, emuva kwesigameko sokubulawa kwephoyisa, elinye lalimala ngesikhathi kade eyofuna izigebengu ezithinteka emacaleni okubulawa kosomatekisi eNsuze.
Amaphoyisa amabili asebenza ophikweni lwezobuNhloli KwaZulu-Natal, uwarrant officer no-captain, abelandela umkhondo ethungatha abantu abasembonini yama-metered taxis abathinteka emacaleni okubulawa kosomatekisi endaweni ngesikhathi edutshulwa kade elalelwe unyedle yiqulu labantu ebelihlomile.
","crime, law and justice"
436,"UTHELEKELWE wumphakathi ngamabhodlela nangezibhakela owesilisa waseMachobeni ngaseLindelani, ngemuva kokuvela kokuthi uvezele izingane ezisencane izithombe zocansi.
Lo wesilisa esingeke silidalule igama lakhe njengoba engakasho ukuthi uyalivuma noma uyaliphika icala, kuthiwa ubebiza izingane zamantombazane ezingomakhelwane athi uyazithuma, agcine ngokuzivalela endlini ezibukisa izithombe zocansi, esebenzisa i-lap top yakhe.
","crime, law and justice"
437,"UHLALELE ovalweni umndeni womfana ona-9 okuthiwa uvinjezelwe ngamalungu omphakathi waseSavannah Park eMariannhill ngoLwesithathu ngeledlule, emsola ngokuthakatha.
 Uyise womfana (igama lakhe elingeke lidalulwe ukuvikelwe umfana) uthi uthuke kwaphela nasozwaneni ngesikhathi ehla esitobhini ntambama ngoLwesithathu ephuma emsebenzini, elinye ilungu lomphakathi limcela ukuba behlisane baye emzini ongumakhelwane lapho kugcinwe khona indodana yakhe okuthiwa ibanjwe kulo muzi igibele imfene, ekuseni ngabo 9.
",society
438,"I-IFP KwaZulu-Natal ifuna amaphoyisa ampintshele ekhoneni, aze agonyuluke iqiniso umlisa oboshwe ngelezinsolo zokubulawa kwekhansela layo, uMnuz Mthembeni Majola (39). Ikhansela uMajola belisebenzela uMasipala iNkosi Langalibalele eMtshezi, lithelwe othulini ngo-Agasti ngesikhathi lihamba ngemoto yalo nomunye owasinda. 
UMnuz Ayanda Siyanda Mshengu Mvelase (26) uvele eNkantolo yeMantshi yaseMtshezi emuva kokuthelekelwa ezakwadalawane zamfaka ozankosi. 
","crime, law and justice"
439,"KUBHUNTSHE umngcwabo abamakhaza begoloza nesidumbu befuna imali okuthiwa bebengavumelananga ngayo nomndeni kamufi. Umndeni wakwaMohlakwana eMzongwane, eMatatiele, ukhala ezimathonsi ngezindleko othi ufakwe kuzo yinkampani yabangcwabi iHambakahle Funeral Parlour ekwaV eMlaza, kulandela ukunqaba nesidumbu sikaNksz Buhle Mohlakwana (35) okuthiwa ushonele esibhedlela iKing George eThekwini ngesonto eledlule.
Isidumbu bekulindeleke ukuthi sifike eMatatiele ngoLwesihlanu. Kuthiwa bese kwenziwe zonke izinhlelo zokuthi afihlwe ngoMgqibelo.
",society
440,"OWAYENGUNGQONGQOSHE wezokuThuthukiswa koMphakathi, uNksz Bathabile Dlamini uthi akanandaba nabamgxekayo bemenza idimoni kodwa ujabulela ukuphinda athole ithuba lokusebenzela abantu ngoba yilokho akwazi kangcono. 
UNksz Dlamini onguMengameli we-ANCWL, ubephawula emuva kokuqokelwa esikhundleni sokuba nguSihlalo weBhodi elingaphansi koMnyango wezokuHlaliswa kwabantu, elibizwa ngeSocial Housing Regulatory Authority (SHRA). Uqokwe nguNgqongqoshe woMnyango uNkk Lindiwe Sisulu ukuba ahole lolu phiko olungaphansi komnyango wakhe. 
",politics
441,"BASHAQEKILE abasebenzi bakaMasipala wasoLundi emuva kokuthi indoda eqapha izikhulu zomkhandlu idubule uzakwabo obesebenza kwizicishamlilo wafa endaweni yokucima ukoma ngeSonto.
Indoda (35), engeke ize idalulwe ngoba ayikabuzwa ukuthi iyalivuma noma iyaliphika yini icala, izolo bekulindeleke ivele eNkantolo yeMantshi yasoLundi mayelana necala lokubulala uMnuz Phakamani Bukhosini (27).
","crime, law and justice"
442,"LIGWEME ihlazo lokulandwa yiveni lakhetha ukuzinikela emaphoyiseni ilungu eliqavile le-ANC, elibhekene necala lokukhomba uzakwabo ngesibhamu ngesikhathi betholana phezulu emhlanganweni. 
UMnuz Arthur Zwane, uzinikele emaphoyiseni kuleli sonto mayelana nezinsolo zokukhomba uMnuz Sipho Hlomuka ngesibhamu ngesikhathi bexabana. UHlomuka uyiPhini likaNobhala we-ANC esifundazweni, uphethe nesokuba nguNgqongqoshe wezokuBusa ngokuBambisana neziNdaba Zomdabu. 
","crime, law and justice"
443,"KUNXUSWA abafundi bakamatric ukuthi bangayoni inyufomu yabo uma beqeda ukubhala iphepha lokugcina kodwa banikele ngayo ukuze isize abanye.
Inhlangano yentsha i-Rise Black Child Enterprise ezinze eThekwini igqugquzela uhlelo i-Gqoka School Mate okuzoqoqwa ngalo inyufomu nezincwadi zokufunda kubafundi abazobe bebhala iphepha labo lokugcina kuleli sonto. 
",education
444,"OWAYEYISIKHULU kwezokuxhumana kuhulumeni kwiGCIS uMnuz Themba Maseko, useveze okushayisanayo nobufakazi obathulwa owayengumengameli wezwe uMnuz Jacob Zuma ngokuthi kungani asuswa esikhundleni sakhe wanikezwa omunye umsebenzi kuhulumeni. 
UMaseko obesebuya isibili kwikhomishini ephenya ukulawulwa kombuso yidlanzana, watshela ikhomishini nyakenye ukuthi wasuswa esikhundleni ngoba wanqaba ukusiza umndeni wakwaGupta ukuthola ingxenye yemali eyayinguR600 million. 
","crime, law and justice"
445,"OWAYEYILUNGU lePhalamende eBritain uLord Peter Hain, ugxeke izinhlangano zemali ngokuvumela abomndeni wakwaGupta ukuba bafake imali engekho emthethweni emazweni ahlukene okwenza kwaba lula ukulawulwa kombuso yidlanzana.
Efakaza ngoMsombuluko uHain utshele iKhomishini kaZondo ukuthi ngeke kwagxekwa uhlangothi olulodwa ngoba amabhange nezinkampani zokuxhumanisa umphakathi ezaba nesandla ekutheni umndeni wakwaGupta uthumele imali yawo ezindaweni ezehlukeni ezweni jikelele. 
","crime, law and justice"
446,"WAYEFISA ukuba wunjiniyela uthishanhloko ochonywe uphaphe lwegwalagwala ngokuba wuthishanhloko obadlula bonke ngokuphatha isikole samabanga aphezulu KwaZulu-Natal.
UMnuz Philani Innocent Mathenjwa uthishanhloko waseNtulabakayise Secondary, KwaNibela, eHluhluwe, uchonywe uphaphe nguNgqongqoshe wezeMfundo KwaZulu-Natal, uMnuz Kwazi Mshengu, ngesikhathi ebonga futhi ekhuthaza othisha ngomsebenzi omuhle abawenzile emcimbini owaziwa ngeKwaZulu-Natal National Teaching Awards (NTA) obungoLwesihlanu.
",education
447,"UMNYANGO wezokuThuthukiswa koMnotho nobuHoli bezamaBhizinisi kaHulumeni uthi usuzimisele ukwelekelela osomabhizinisi abasebancane abafuna ukwenza imikhiqizo yensangu kuleli.
Lokhu kuvezwe ngungqongqoshe uNkk Nomusa Dube-Ncube ngesikhathi ekhuluma kwingqungquthela yensangu, iCannabis Investment Protocol, ebiseNkosi Albert Luthuli International Converntion Centre, eThekwini ngoLwesithathu. Ethula inkulumo yakhe phambi kwezihambeli zalo mcimbi uthe, ngesikhathi benesidlo sasekuseni iKZN Growth Coalition ngo-Agasti bahlongoza ukuthi bewuhulumeni bahlose ukulekelela abalimi abancane njengendlela yokulwa nokwentuleka kwemisebenzi.
","economy, business and finance"
448,"SEBEXABANE baze bafakana enkantolo abomndeni wowayengumengameli wezwe, uMnuz Jacob Zuma kubangwa imali yethenda yomshini ophakela amanzi, abayifaka eNkandla. UMnuz Zobaphi Zuma, ozalwa ngumfowabo wobengumengameli noNksz Nompumelelo Mhlongo, oyisihlobo esiqavile basembangweni oshubile wemali.
UZuma (Zobaphi) ukhala ngoNksz Mhlongo ngokugweva nemali athi babeyithole emuva kokuthola ithenda yokufaka injini yamanzi. UZuma uthi empeleni bebesebenzisana ngaphansi kwenkampani, Ubucebo General Trading. Uthi ngokwazi kwakhe, kufanele ngabe wathola R500 000 ngomsebenzi abawenza kodwa akatholanga ngisho isente. Useze wakhetha ukulufaka enkantolo udaba ngoba usekhathele wukukhuluma nesihlobo sakhe esingafuni nemali.
","crime, law and justice"
449,"ITHOLAKALE ibulewe yaphonswa esimobeni esiseduze kwasemzini wayo ingoduso ebihlale ihlukunyezwa umnyeni wayo. UNksz Nompumelelo Shangase (46) waseMontebello eNdwedwe ogane eGqugquma, KwaSwayimane utholakale ngeSonto eshonile esimobeni esiseduze komuzi wakhe engenalo inxeba kodwa evuvukele ebusweni, kubonakala sengathi ubeshaywa.
Uyise kamufi, uMnuz Nicholas Shangase uthe, washayelwa ucingo umkhwenyana wakwakhe ngeSonto ekuseni ebuza ukuthi indodakazi yakhe ayikaze ifike yini kubo ngoba iduke ngayizolo?
","crime, law and justice"
450,"SIDUVE emakhazeni phesheya kwezilwandle eGreece isidumbu sikaNksz Sarah Masango, waKwaNdebele, eMpumalanga, oshonele esibhedlela ngoNovemba 14 nonyaka, enesifo sofuba. Umndeni wakhe kumele ukhokhe R71 000, ukuze isidumbu sakhe sibuyiswe kuleli.
UMnyango wezangaPhandle uthe ngeke ukwazi ukukhokhela izindleko zamakhaza nokumbuyisa kuleli umufi ngoba ubengeyena umsebenzi kahulumeni. 
",society
451,"I-DA kuMasipala weTheku ifuna izimpendulo ukuthi kungani engezi emsebenzini izinyanga ezintathu obeyimeya yomkhandlu uNkk Zandile Gumede, yize eqhubeka nokuhola imali yokuba ikhansela?
Emhlanganweni wamakhansela e-ICC zolo, usotswebhu we-DA eThekwini, uMnuz Thabani Mthethwa, uthe uNkk Gumede bamgcine ngoSepthemba efika emuva kwesikhathi emcimbini wokugcotshwa kongene ezicathulweni zakhe, uMnuz Mxolisi Kaunda.
",politics
452,"Abafundi baseGratton High, babuye nendondo emncintiswaneni ohlelwa ngabakwa-Eskom ne-Education With Enterprise Trust (EWIT) eGoli. Abaphume isibili ezikoleni ezintathu ebezingenele KwaZulu-Natal, bebeyokwethula iSnempilo Jam, okuwujamu abazenzele wona. 
Lesi sikole besimelwe wuMinenhle Morris noNoxolo Mthethwa abafunda uGrade 11, abenza iBusiness Studies. Uthisha wabo obebaphelezele, uNksz Busi Dlamini, ofundisa zona lezi zifundo, uthe bavele banenhlangano abazisungulele yona esikoleni, enabafundi abangu-16. 
",education
453,"INHLANGANO ebusayo i-ANC ifuna amakhansela aseThekwini athweswe amacala enkohlakalo ayiswe ekomitini layo elimele ukuqondisa ubugwegwe.
Lokhu kulandela ukuthi oKlebe bebophe amakhansela amane ngoLwesithathu ngecala lokukhwatshaniswa kwemali yethenda yokuqoqa udoti kaR208 million. Amakhansela athintekayo nasevelile enkantolo yamacala athinta imali eThekwini akhululwa ngebheyili kaR5 000 umuntu emunye ngoNomthandazo Shabalala, Nomusa Mthembu, Sthenjwa Nyawose noThembelihle de Lange. 
","crime, law and justice"
454,"BAGWETSHWE iminyaka ewu-15 umuntu emunye abesifazane ababili ababengabasebenzi boMnyango wezokuBusa ngokuBambisana neziNdaba zoMdabu KwaZulu-Natal ngokukhwabanisa * -R7.5 million.
Inkantolo ephenya amacala athinta izimali eThekwini izolo igwebe uHlengiwe Hlela (35) noPatricia Chule (33) iminyaka ewu-15 ngokukhwabanisa yengeza eminye iminyaka ewu-10 ngokuphula isigaba somthetho olwa nezenzo zobugebengu obuhleliwe.
","crime, law and justice"
455,"UMENGAMELI ngokuhlonishwa we-IFP inkosi Mangosuthu Buthelezi uthi kuyomphatha kabi uma eze washona lungaqediwe uhlelo lokubuyisana phakathi kweNkatha ne-ANC.
Ekhuluma emcimbini wokwethulwa ngokusemthethweni kwesikhwama sakhe nomngani wakhe ongusomabhizinisi ohlonishwayo, uMnuz Harry Oppenheimer esikhumulweni sezindiza esidala ngaseSiphingo izolo, uButhelezi uthe inhliziyo yakhe kayikutholi ukuphumula ngokuthi lolu hlelo kalukaqedwa.
",politics
456,"UMMANGALELWA ecaleni lokubulawa kwesitshudeni saseMangosuthu University of Technology uthi isibhamu abulala ngaso lesi sitshudeni kwakungesaso isitshudeni.
UMnuz Thabani Mzolo ubhekene necala lokubulala uNksz Zolile Khumalo isidumbu sakhe esatholwa endaweni ehlala izitshudeni eLonsdale ngoMeyi 1 kulo nyaka. Ummangalelwa waboshwa esendaweni yesigameko, wagcinwa esitokisini njengoba enqatshelwe ibheyili.
","crime, law and justice"
457,"SEKUVELE isiphakamiso sokuba kushintshwe umphenyi wecala lokubulawa kwelungu lesigungu esiphezulu se-ANCYL KwaZulu-Natal, uNksz Sindisiwe Beauty Ndlovu (34) okusolwa ukuthi udutshulwe yisoka. Umzala kamufi, uNksz Slo Khuzwayo, wenze lesi siphakamiso enkonzweni yomngcwabo enkundleni yezemidlalo eThokozani ngoMgqibelo.
UNksz Khuzwayo uyiphoyisa naye njengoba nomufi kusolwa ukuthi ubulawe yisoka eliyiphoyisa okuthiwa limhlabe ngenhlamvu esifubeni washona. UNksz Khuzwayo uthe balibheke ngabomvu icala futhi abeneme ngomphenyi wecala.
","crime, law and justice"
458,"KUKHUNJULWE iqhaza elabanjwa yinkosi yesizwe sakwaMdunge inkosi Faku Mdunge ukumela abantu besizwe ngezikhathi zikahulumeni wobandlululo emcimbini wokwembulwa kwetshe lesikhumbuzo sayo obusenkantolo yesizwe eBomvini izolo.
UNgqongqoshe woMnyango wezamaCiko, amaSiko, iMidlalo nokuNgcebeleka, uNksz Hllengiwe Mavimbela, uthe inkosi yakwaMdunge ingenye yamakhosi ayebusa ngesikhathi sobandlululo ayelwela ukuthi abantu bayo bangaxhashazwa wuhulumeni wangaleso sikhathi owawucindezela abantu abamnyama.
",politics
459,"UMSOLWA obhekene necala lokubulala isitshudeni saseMangosuthu University of Technology (MUT) esasihlala ezindlini zezitshudeni enkabeni yeTheku uqale ukwethula ubufakazi bakhe ngokutshela iNkantolo eNkulu yaseThekwiniÃƒâ€šÃ‚Â ngothando ayenalo ngomufi.
UThabani Mzolo obhekene necala lokubulala uZolile Khumalo, utshele inkantolo ukuthi babengamathe nolimu futhi babezitshela ukuthi bothandana baze bahlukaniswe ukufa. 
","crime, law and justice"
460,"KUZOHLOMULA nentsha efuna ukuqala amabhizinisi ohlelweni loxhaso, olwenziwa yinhlangano kaNgqongqoshe woMnyango weziSebenzi zikaHulumeni nokuPhatha uMnuz Senzo Mchunu ayisungule nomkakhe.
Bangaphezu kuka-60 osomabhizinisi abebeyingxenye yomdlalo wegalofu eMount Edgecombe eThekwini ngoLwesihlanu, obuhlelwe yinhlangano iSenzo & Thembeka Mchunu Foundation. Inhloso yalo mdlalo ukuqokelela isikhwama esizosiza intsha eswele efuna ukuqhubeka nezifundo. 
","economy, business and finance"
461,"UKHALA ngokuhamba kancane kophenyo lwamaphoyisa umndeni wowesilisa waKwaCaluza, eMgungundlovu, ogwazwe washona eGeorgedale eHammarsdale yibhungu okuthiwa lamdidanisa nomunye wesilisa elalixabene naye.
UMnuz Njabulo Ngcongo (29) kuthiwa ufe emuva kokugwazwa amanxeba amathathu emhlane umsolwa okuvela ukuthi uneminyaka engu-17, endaweni yokucima ukoma. UNgcongo ungcwatshwe ngoMgqibelo emathuneni aseMountain Rise eMgungundlovu. Elandisa Isolezwe ngokwenzeka, uNksz Nqobile Mbambo, ongumzala kamufi, uthe uNgcongo ufele ubala emuva kokudidaniswa nomunye umuntu. 
","crime, law and justice"
462,"UKUHLUKUMEZEKA kwabesifazane nezingane kulokhu kuqhubeka kuleli njengoba owesifazane nengane yakhe eneminyaka engu-13 behlalele ovalweni ngenxa yokuchanasa kukayise oyizalayo osolwa ngecala lokuyidlwengula.
Le ntombazane yaseMtubatuba, kusukela ngoMashi nonyaka uyise oyizalayo usolwa ngokuyidlwengula ephindelela. Kuthiwa ubeyithuma ukudla namanzi okugeza ukuba imlethele bese ethola ithuba lokuyihlukumeza. Le ntombazanyana yayisatshiswa uyise ukuthi uzoyibulala uma ike yabhoboka ngale ndaba. 
","crime, law and justice"
463,"KUSUKE umsindo phakathi kwamaqembu aphikisayo nezikhulu zikaMasipala weTheku mayelana nesinqumo sokususwa kukaR3.5 million, ezinhlelweni zokukhumbula owayengumengameli wokuqala wentando yabantu kuleli uMnuz Nelson Mandela wayiswa emkhankasweni wokulwa nesihlava sokuhlukunyezwa kwabesifazane nezingane ngaphandle kokugunyazwa umasipala.
Ikhansela le-IFP uMnuz Mdu Nkosi lithe alingabazi ukuthi le mali isetshenziswe ngaphandle kokugunyazwa umkhandlu.
","crime, law and justice"
464,"UKUNGABOSHWA kwabasolwa ngokubulala amalungu omndeni ayisithupha, adutshulwa abulawa ebuka ithelevishini ngeledlule eMpumalanga, eHammarsdale, kufaka ingebhe kwabasinda kule sisigameko.
 UMnuz Ndodo Msomi, umfowabo kaMnuz Mvumo Msomi (55) owabulawa nezingane zakhe uMnuz Dumisani Msomi (25), Nksz Philisiwe Msomi (27), Andiswa Msomi (13) umshana wakhe uMnuz Dumisani Ntuli (29), nomakhelwane wakhe uMnuz Bongani Ndlovu (42), uthe abasinda ngesikhathi kudutshulwa laba bayesaba ukuthi kungenzeka ababulali babuye.
","crime, law and justice"
465,"KUNXUSWE othishanhloko bamakolishi amakhono amaTVET ukuthi basebenzisane nabezimboni ukuqinisekisa ukuthi izitshudeni ziyathathwa ezimbonini ukuphucula amakhono azo emuva kokuqeqeshwa kulezi zikhungo.
UNgqongqoshe wezeMfundo ePhakeme nokuQeqeshwa, iSayensi nobuChwepheshe uDkt Blade Nzimande ukusho lokhu ngesikhathi evula ngokusemthethweni ingqungquthela yezinsuku ezimbili iNational Artisan Development eqale izolo, eNkosi Albert Luthuli International Convention Centre, eThekwini.
",education
466,"KUPHAZAMISEKE umhlangano womkhandlu, kwavalwa amabhuku ngesikhathi kuboshwa uSomlomo kaMasipala waseBaqulusini, eVryheid uMnuz Mkhonyovu Khumalo obhekene necala lokweba i-generator. 
UKhumalo uthelekelwe ngezakwadalawane ngoLwesine emahhovisi omkhandlu, waboshwa phambi kwamakhansela ethe shaye, ethamele umhlangano asala kanjalo emangele. Umasipala we-IFP ungaphansi komlawuli njengoba uhlaselwe yizinkinga zokuphatha, manje sekuboshwa usomlomo wawo. 
","crime, law and justice"
467,"KUVALWE izitolo eziyisishagalolunye ezidayisa utshwala ngokungemthetho eMatikwe, eNanda, izolo ngenhloso yokunciphisa amacala okuhlukunyezwa kwabesifazane enzeka kakhulu kule ndawo.
UNgqongqoshe woMnyango wezokuThuthukiswa koMnotho, ezokuVakasha noKongiwa kweMvelo KwaZulu-Natal, uNkk Nomusa Dube-Ncube, obehambisana nethimba lamaphoyisa nophiko olulawula ukukhishwa kwezimvume zokudayisa utshwala, bagasele ezindaweni ezidayisa utshwala kule ndawo. Bebehlola ukuthi izindawo ezidayisa utshwala ziyayilandela yini imigomo ebekiwe yokudayisa utshwala efana nokuthi kumele umdayisi abe nemvume, indawo yakhe iphinde ibe sesimeni esihle, kubuye kube nendawo yokupaka amakhasimende akhe.
",society
468,"AWUKAZI ukuthi uzongcwaba ngani umndeni wengoduso okusolwa ukuthi ibulawe umkhwenyana wayo eMgababa ngeSonto.
Umndeni kaNksz Zothile Mthethwa (33) waseMashiwase, eMgababa, ngaphezu kobuhlungu bokuthi uvuke ngeSonto watshelwa ngomuntu olele endleleni eduze komuzi wakhona okuthe uma usufika khona wathola ukuthi ilungu lawo libulewe, usuzwa obunye ubuhlungu bokuthi awazi umufi uzofihlwa ngani. Lo mndeni uphinde washaqeka uma usekuboshwa umkhwenyana kamufi osolwa ngokuthi umklinye wambulala. Umndeni usubhekene nenkinga yokuthi awazi ukuthi uzongcwatshwa kanjani umufi njengoba umkhwenyana wakhe okunguyena obemeseka ngemali esengumsolwa.
","crime, law and justice"
469,"UGWETSHWE udilikajele eNkantolo eNkulu yaseMgungundlovu owesilisa ona-29 owayefunda eDurban University of Technology (DUT) owashiya izifundo wayoba yisigebengu.
UMsizi Mbutho ugwetshwe ngecala lokubulala isitshudeni uSandile Ndhlovu (18), obenza unyaka wokuqala kwi-Industrial Engineering kusona lesi sikhungo. Umufi wayefunda ophikweni lwaseSteve Biko, eThekwini ngoSepthemba 9, lapho ashaywa khona ekhanda ngesando ngaphambi kokuthi abanjwe inkunzi.
","crime, law and justice"
470,"UHLALELE ovalweni umndeni wowesilisa waseRedcliffe, eVerulam, okuthiwa udutshulwe wabulawa ngomunye wesilisa wakule ndawo obemsola ngokuthi uyishende le ntombi yakhe ngoMgqibelo.
Umndeni kaMnuz Sibusiso Ncanana (34) uthe uzizwa ungaphephile njengoba owesilisa odubule umufi engakaboshwa ekubeni kuthiwa uke wabonakala kule ndawo ebusuku yize ebalekile emini ngoMgqibelo ngesikhathi efunwa ngamaphoyisa. 
","crime, law and justice"
471,"INKANTOLO eNkulu yaseMgungundlovu ikuhlehlisele inyanga ezayo ukulalelwa kwesicelo samalungu e-ANC angeneme esifundeni iMoses Mabhida Region abefuna kuhlakazwe isigungu sesikhashana salesi sifunda ngoba ethi sesiphelelwe yisikhathi.
Le nkantolo ifuna ukuthi leli cala lilalelwe kanye namanye kanti alukho uzinzo kulesi sifunda njengoba kukhona amalungu afuna kuhlaliswe ingqungquthela ezokhetha ubuholi.
","crime, law and justice"
472,"IMANQIKANQIKA ukuvota intsha ezobe ivota okokuqala okhethweni lukazwelonke kulo nyaka ngenxa yokunganeliseki ngokufakwa kakhulu kwasebekhulile ezinhlakeni zobuholi.
Intsha okukhulunywe nayo ithe ifuna ukubona ushintsho ebuholini bezepolitiki, kufakwe abaholi abazoqonda izidingo zayo. Njengoba ngempelasonto ezayo kulindeleke kubhaliselwe ukuvota okokugcina ngaphambi kokhetho oluzoba ngoMeyi, enye intsha ayikaqinisekisi ukuthi izobhalisa.
",politics
473,"OWAYEYISIKHULU saseBosasa, uMnuz Angelo Agrizzi, uthi isikhulu esiphezulu sale nkampani uMnuz Gavin Watson sasigwazela owayenguMqondisi wokuShushiswa koMphakathi u-Adv Nomgcobo Jiba nomqondisi wezokushushiswa kwamacala ayisipesheli uR100 000 ngenyanga ukuze le nkampani igweme ukushushiswa.
Uthe emuva kokuthi u-Adv Jiba emisiwe emsebenzini, uWatson wathi uMnuz Jacob Zuma kufanele alulungise lolu daba futhi wathi ufuna ukumvakashela. Njengamanje uJiba no-Adv Lawrence Mrwebi babhekene nekhomishini kaJaji Yvonne Mokgoro osathatha umhlala phansi ophenya ukuthi laba bobabili bawulungele yini lo msebenzi.
","crime, law and justice"
474,"UBUMBANO, ezemfundo, ukubuyiswa komhlaba ngaphandle kwesinxephezelo, ezempilo, ukufukula ezomnotho, ukwakha amathuba emisebenzi, ngezinye zezinto okulindeleke ukuthi zibe seqhulwini enkulumeni yaminyaka yonke ye-ANC ezothulwa nguMengameli wale nhlangano, uMnuz Cyril Ramaphosa.
Le nkulumo ibhekwe ngabomvu, ikakhulu kulo nyaka wokhetho, njengoba le nhlangano izobe ikhankasela ukuwina ukhetho ukuze igcine amandla okuhola uhulumeni kuleli ngaphandle kwaseWestern Cape lapho kuphethe iDA. 
",politics
475,"ITHOLAKALE izolo isicekelwe phansi itekisi yeDA, ebintshontshwe eMorningside eThekwini ngoMgqibelo. Itekisi esetshenziselwa ukukhankasela ukhetho inemibala yeqembu nobuso bukaMnuz Zwakele Mncwango okufoloswe ngaye ukuba nguNdunankulu KwaZulu-Natal.
UMncwango, obhale nakuFacebook ngokwebiwa kwetekisi, utshele Isolezwe ukuthi ibigcine ukubonakala ngezithuba zabo 12 ebusuku. Uthe yebiwe lapho kuhlala khona umshayeli wayo eMorningside.
","crime, law and justice"
476,"
LIHLEHLISELWE iJanuwari 24 icala lenkakha yomrepha uPitch Black Afro osolwa ngokubulala inkosikazi yakhe ngoDisemba 30 nyakenye.
Lo mculi owazakhela udumo ngamaculo okubalwa kuwo elithi Matofotofo uvele eNkantolo yeMantshi eJohannesburg ngoLwesihlanu. 
Imantshi ithe isicelo sebheyili salo mrepha, ogama lakhe uThulani Ngcobo, sizolalelwa ngalolu suku kulandela ukuqinisekiswa kwekheli alethule enkantolo. 
Usehlale esitokisini isikhathi esingaphezulu kwesonto selokhe aboshwa ngeledlule ngezinsolo zokubulala unkosikazi wakhe uCatherine Modisane endaweni yokulala eYeoville eGoli. 
Umshushisi u-Adv Mzamo Mathe utshele inkantolo ukuthi isicelo sakhe sebheyili sesingaqhubeka njengoba seliqinisekiwe ikheli lendawo azobe ehlala kuyo uma kungenzeka athole ibheyili. 
Uthe sebekhulumile futhi nomuntu azohlala naye uma kuwukuthi siyaphasa isicelo sakhe sebheyili. 
Abameli bakaPitch Black bacela ukuthi lihlehliswe leli cala ukuze bezokwazi ukulungiselela isicelo sebheyili. Imatshi isemukele isicelo sabo yabanika isikhathi sokuzilungiselela


","crime, law and justice"
477,"UBUHOLI be-ANC KwaZulu-Natal busemkhankasweni wokuqeda ukudideka kubantu basemakhaya mayelana nokuthi ngubani umengameli obusayo phakathi kukaMnuz Cyril Ramaphosa noMnuz Jacob Zuma.
Lokhu kuvezwe yiPhini likakaNobhala we-ANC KwaZulu-Natal, uMnuz Sipho Hlomuka izolo, kulandela ukuthi ezindaweni zesifunda iNkosi Bhambatha, eNquthu naseMsinga, kuvele ukuthi kusenokudideka emphakathini yakhona esakholwa ukuthi uZuma usengumengameli.
",politics
